Product name,Condition,Order Number,Description,Rating,01.12
Garmin Fénix 6 Sapphire Titanium/Orange Band,Skladem,SKGfenix6p09,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, gyroskop, kompas, teploměr, oxymetr, senzor Galileo, připojení pomocí ANT+, WiFi, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 100 m (10 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 32000 MB, safírové sklíčko, materiál řemínku: silikon, materiál pouzdra: titan","4,6",20 390
Garmin Vívomove 3S Sport LightGold Pink,Skladem,SKvmhr15,"Chytré hodinky - dámské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, barometr, výškoměr, připojení pomocí ANT+, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,5",5 819
UMAX U-Band 120HR Red,Skladem,SPTumax09,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth a USB, s akcelerometrem, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS","4,4",499
IMMAX TEMP WATCH,Skladem,IMM022,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, záznam trasy, měření krevního tlaku, teploměr, oxymetr, připojení pomocí Bluetooth, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","3,7",1 089
Forever SB-130 černá,Skladem,FRV025a,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, připojení pomocí Bluetooth, s akcelerometrem, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS","3,7",399
UMAX Stay Active!,Skladem,UMAOV180,"Osobní váha diagnostická digitální, nosnost 180 kg, s Bluetooth, měření tuku, měření svalů, měření vody, uložení dat a párování s mobilní aplikací, Android a iOS, barva bílá","4,5",1 499
Garmin Swim 2 Whitestone,Skladem,SKGsw02,"Chytré hodinky - unisex, měření tepové frekvence hrudním pásem (není součástí balení) s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, gyroskop, připojení pomocí ANT+, Bluetooth a USB, stav baterie, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, materiál řemínku: silikon, materiál pouzdra: plast","4,7",5 989
Garmin Instinct Sea Foam,Skladem,SKGinst06,"Chytré hodinky - pánské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, kompas, teploměr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 100 m (10 ATM), kompatibilní s Android a iOS, kapacita úložiště 16 MB, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,7",5 890
Fossil Gen5 Carlyle HR - Hnědá kůže,Skladem,FSLWEA003,"Chytré hodinky - pánské s měřením tepu ze zápěstí, měření vzdálenosti, monitoring spánku, GPS, barometr, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, připojení pomocí WiFi a Bluetooth, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, telefonování přes spárovaný telefon, NFC platby, hodnota vodotěsnosti 30 m (3 ATM), Wear OS, kompatibilní s Android a iOS, kapacita úložiště 8000 MB, gorilla glass sklíčko, materiál řemínku: kůže, materiál pouzdra: nerezová ocel","4,0",6 119
Garmin Instinct Solar Flame Red,Skladem,SKGinstsol00,"Chytré hodinky - unisex, měření tepové frekvence hrudním pásem (není součástí balení) s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, barometr, výškoměr, kompas, teploměr, oxymetr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, ovládání mobilu, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, sledování menstruačního cyklu, hodnota vodotěsnosti 100 m (10 ATM), kompatibilní s Android a iOS, kapacita úložiště 16 MB, power glass sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,0",10 449
Polar LOOP 2 - růžový,Skladem,KHO7472,"Fitness náramek -, krokoměr, připojení pomocí Bluetooth a USB, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS","4,1",1 619
Polar Vantage V oranžový,Skladem,SPTpolvan04,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, GPS, výškoměr, gyroskop, připojení pomocí ANT+, Bluetooth a USB, stav baterie, notifikace z mobilu, hodnota vodotěsnosti 30 m (3 ATM), kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,6",9 989
Garmin Venu Silver Blue,Skladem,PPvenu01,"Chytré hodinky - pánské s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, teploměr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 4000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,7",8 889
"Canyon Marzipan, modré",Skladem,CANYmarz1,"Chytré hodinky - dámské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth, stav baterie, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","3,4",1 199
Fitbit Charge 3 Frost White Sport / Graphite ALuminium,Skladem,SPTftbch304,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření vystoupaných pater, intervalový trénink, připojení pomocí WiFi, Bluetooth a USB, s akcelerometrem, s výškoměrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android, iOS a Windows Phone","3,5",3 690
CARNEO H-Life Platinum,Skladem,CAR010j,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, monitoring spánku, měření rychlosti, měření tempa, měření EKG, připojení pomocí Bluetooth, kompatibilní s Android a iOS","4,3",1 790
Lenovo Smart Watch S2 Black,Skladem,LenS2a,"Chytré hodinky - unisex, výpočet kalorií, měření vzdálenosti, monitoring spánku, stav baterie, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti Water resistant, materiál řemínku: textil, materiál pouzdra: nerezová ocel","3,2",999
Garmin Venu Slate Black,Skladem,PPvenu02,"Chytré hodinky - pánské s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, teploměr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 4000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,7",8 989
Lenovo Smart Watch S2 Gold,Skladem,LenS2b,"Chytré hodinky - unisex, výpočet kalorií, měření vzdálenosti, monitoring spánku, stav baterie, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti Water resistant, materiál řemínku: textil, materiál pouzdra: nerezová ocel","3,2",989
Xiaomi Amazfit GTR 47mm Titanium,Skladem,XI300i10b,"Chytré hodinky - unisex, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, barometr, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, připojení pomocí Bluetooth, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 50 m (5 ATM), Amazfit OS, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: guma, materiál pouzdra: titan","4,4",4 490
